frame,time_s,green_x,green_y,red_x,red_y
1604,8.020000,1107,662,1435,550
1605,8.025000,1107,662,1435,550
1606,8.030000,1108,662,1435,550
1607,8.035000,1108,661,1435,549
1608,8.040000,1108,661,1435,549
1609,8.045000,1108,661,1435,549
1610,8.050000,1108,661,1435,549
1611,8.055000,1108,661,1435,549
1612,8.060000,1108,662,1435,548
1613,8.065000,1108,663,1436,548
1614,8.070000,1108,663,1436,548
1615,8.075000,1107,662,1436,548
1616,8.080000,1108,661,1436,548
1617,8.085000,1108,662,1436,548
1618,8.090000,1109,662,1436,548
1619,8.095000,1109,662,1436,548
1620,8.100000,1108,661,1437,547
1621,8.105000,1108,660,1437,547
1622,8.110000,1108,660,1437,547
1623,8.115000,1108,659,1437,546
1624,8.120000,1108,659,1437,546
1625,8.125000,1108,659,1437,546
1626,8.130000,1108,658,1437,546
1627,8.135000,1108,658,1437,546
1628,8.140000,1108,658,1437,546
1629,8.145000,1108,658,1437,546
1630,8.150000,1108,658,1437,546
1631,8.155000,1108,658,1437,546
1632,8.160000,1108,658,1437,546
1633,8.165000,1108,658,1437,546
1634,8.170000,1108,658,1437,546
1635,8.175000,1108,658,1437,546
1636,8.180000,1109,658,1437,546
1637,8.185000,1108,658,1437,546
1638,8.190000,1109,658,1436,546
1639,8.195000,1109,658,1436,546
1640,8.200000,1109,657,1436,546
1641,8.205000,1109,657,1436,546
1642,8.210000,1109,657,1436,546
1643,8.215000,1108,657,1436,546
1644,8.220000,1107,656,1435,546
1645,8.225000,1107,656,1435,546
1646,8.230000,1107,656,1435,546
1647,8.235000,1107,656,1435,546
1648,8.240000,1107,657,1435,546
1649,8.245000,1107,657,1435,546
1650,8.250000,1107,656,1435,546
1651,8.255000,1107,657,1435,546
1652,8.260000,1108,657,1435,545
1653,8.265000,1107,656,1435,545
1654,8.270000,1107,657,1435,545
1655,8.275000,1107,657,1435,545
1656,8.280000,1108,656,1435,545
1657,8.285000,1108,657,1435,545
1658,8.290000,1108,656,1435,544
1659,8.295000,1108,656,1435,544
1660,8.300000,1107,656,1435,544
1661,8.305000,1107,656,1435,544
1662,8.310000,1107,655,1435,544
1663,8.315000,1108,656,1435,544
1664,8.320000,1108,656,1435,544
1665,8.325000,1108,656,1435,544
1666,8.330000,1108,656,1436,544
1667,8.335000,1109,655,1436,544
1668,8.340000,1108,655,1436,544
1669,8.345000,1108,655,1436,544
1670,8.350000,1108,655,1436,544
1671,8.355000,1109,655,1436,545
1672,8.360000,1109,654,1436,545
1673,8.365000,1108,655,1436,545
1674,8.370000,1108,655,1436,545
1675,8.375000,1106,655,1436,545
1676,8.380000,1107,654,1435,546
1677,8.385000,1106,655,1435,546
1678,8.390000,1106,655,1435,546
1679,8.395000,1106,655,1435,546
1680,8.400000,1108,655,1435,547
1681,8.405000,1107,655,1435,547
1682,8.410000,1108,655,1435,547
1683,8.415000,1107,656,1435,548
1684,8.420000,1108,657,1435,548
1685,8.425000,1108,657,1435,549
1686,8.430000,1109,659,1435,549
1687,8.435000,1109,659,1435,549
1688,8.440000,1107,658,1435,549
1689,8.445000,1108,659,1435,550
1690,8.450000,1107,658,1435,550
1691,8.455000,1107,659,1434,550
1692,8.460000,1107,659,1434,550
1693,8.465000,1107,659,1433,550
1694,8.470000,1107,660,1433,551
1695,8.475000,1106,660,1433,551
1696,8.480000,1106,660,1433,551
1697,8.485000,1106,661,1433,551
1698,8.490000,1106,661,1433,551
1699,8.495000,1106,661,1433,551
1700,8.500000,1106,661,1434,551
1701,8.505000,1106,661,1434,551
1702,8.510000,1107,661,1434,551
1703,8.515000,1107,662,1434,551
1704,8.520000,1107,664,1434,551
1705,8.525000,1107,664,1434,551
1706,8.530000,1107,663,1434,550
1707,8.535000,1106,663,1434,550
1708,8.540000,1107,662,1434,550
1709,8.545000,1107,662,1434,550
1710,8.550000,1107,662,1434,550
1711,8.555000,1107,662,1434,549
1712,8.560000,1107,661,1434,549
1713,8.565000,1107,660,1434,548
1714,8.570000,1107,660,1435,548
1715,8.575000,1107,661,1435,548
1716,8.580000,1109,661,1435,548
1717,8.585000,1109,659,1435,548
1718,8.590000,1108,658,1435,547
1719,8.595000,1108,658,1435,547
1720,8.600000,1108,659,1435,547
1721,8.605000,1109,658,1436,547
1722,8.610000,1108,658,1436,546
1723,8.615000,1108,658,1436,546
1724,8.620000,1108,657,1436,546
1725,8.625000,1107,657,1436,546
1726,8.630000,1107,656,1436,546
1727,8.635000,1108,656,1436,546
1728,8.640000,1108,656,1436,546
1729,8.645000,1109,657,1436,546
1730,8.650000,1108,657,1436,546
1731,8.655000,1108,657,1436,546
1732,8.660000,1108,656,1436,546
1733,8.665000,1108,656,1436,546
1734,8.670000,1109,656,1437,546
1735,8.675000,1109,655,1437,546
1736,8.680000,1109,656,1437,546
1737,8.685000,1109,656,1437,546
1738,8.690000,1109,657,1437,546
1739,8.695000,1109,656,1437,546
1740,8.700000,1109,658,1437,546
1741,8.705000,1110,656,1437,546
1742,8.710000,1110,656,1437,546
1743,8.715000,1110,655,1437,546
1744,8.720000,1109,655,1437,547
1745,8.725000,1109,655,1437,547
1746,8.730000,1109,655,1437,547
1747,8.735000,1107,656,1437,547
1748,8.740000,1109,655,1436,548
1749,8.745000,1109,656,1437,548
1750,8.750000,1109,655,1437,548
1751,8.755000,1109,655,1437,548
1752,8.760000,1108,655,1436,548
1753,8.765000,1108,656,1436,549
1754,8.770000,1109,656,1436,550
1755,8.775000,1109,657,1436,550
1756,8.780000,1109,657,1436,550
1757,8.785000,1109,657,1436,551
1758,8.790000,1108,657,1435,552
1759,8.795000,1109,658,1435,552
1760,8.800000,1109,658,1435,552
1761,8.805000,1108,659,1435,553
1762,8.810000,1109,659,1435,553
1763,8.815000,1109,660,1435,554
1764,8.820000,1107,664,1435,554
1765,8.825000,1108,664,1435,554
1766,8.830000,1107,664,1435,556
1767,8.835000,1107,665,1435,556
1768,8.840000,1107,665,1435,557
1769,8.845000,1107,665,1435,557
1770,8.850000,1108,666,1435,558
1771,8.855000,1108,666,1435,558
1772,8.860000,1108,666,1434,559
1773,8.865000,1107,668,1434,560
1774,8.870000,1107,668,1434,560
1775,8.875000,1106,668,1433,560
1776,8.880000,1106,670,1433,561
1777,8.885000,1107,669,1433,562
1778,8.890000,1107,669,1433,562
1779,8.895000,1107,669,1433,562
1780,8.900000,1106,670,1433,562
1781,8.905000,1106,671,1433,563
1782,8.910000,1106,673,1433,563
1783,8.915000,1105,673,1433,563
1784,8.920000,1105,672,1433,563
1785,8.925000,1105,674,1433,564
1786,8.930000,1106,674,1433,564
1787,8.935000,1106,674,1433,563
1788,8.940000,1106,674,1433,563
1789,8.945000,1106,674,1433,563
1790,8.950000,1106,673,1434,563
1791,8.955000,1105,675,1434,562
1792,8.960000,1105,675,1434,562
1793,8.965000,1105,674,1433,562
1794,8.970000,1105,674,1433,562
1795,8.975000,1106,675,1433,561
1796,8.980000,1106,674,1434,560
1797,8.985000,1106,674,1434,560
1798,8.990000,1106,674,1434,560
1799,8.995000,1106,673,1434,559
1800,9.000000,1107,672,1434,558
1801,9.005000,1107,672,1434,558
1802,9.010000,1106,671,1434,557
1803,9.015000,1106,671,1434,556
1804,9.020000,1107,670,1434,555
1805,9.025000,1106,670,1434,554
1806,9.030000,1106,670,1434,554
1807,9.035000,1106,669,1434,553
1808,9.040000,1106,668,1434,552
1809,9.045000,1106,667,1434,551
1810,9.050000,1107,667,1434,551
1811,9.055000,1107,666,1434,550
1812,9.060000,1106,663,1434,549
1813,9.065000,1107,663,1435,548
1814,9.070000,1107,662,1435,547
1815,9.075000,1107,662,1435,547
1816,9.080000,1107,660,1435,546
1817,9.085000,1107,660,1435,545
1818,9.090000,1107,659,1435,544
1819,9.095000,1109,658,1435,543
1820,9.100000,1109,658,1435,543
1821,9.105000,1109,658,1436,542
1822,9.110000,1109,656,1436,541
1823,9.115000,1110,654,1436,540
1824,9.120000,1109,653,1436,540
1825,9.125000,1109,651,1436,539
1826,9.130000,1109,650,1436,538
1827,9.135000,1110,650,1437,538
1828,9.140000,1109,650,1437,538
1829,9.145000,1108,649,1436,537
1830,9.150000,1109,647,1436,537
1831,9.155000,1108,647,1436,537
1832,9.160000,1108,646,1437,536
1833,9.165000,1108,646,1437,537
1834,9.170000,1108,645,1437,536
1835,9.175000,1107,644,1436,536
1836,9.180000,1109,645,1437,536
1837,9.185000,1109,645,1437,536
1838,9.190000,1109,645,1437,536
1839,9.195000,1110,645,1438,537
1840,9.200000,1109,645,1437,537
1841,9.205000,1109,644,1437,538
1842,9.210000,1109,644,1437,538
1843,9.215000,1109,645,1437,538
1844,9.220000,1108,644,1437,539
1845,9.225000,1108,645,1437,540
1846,9.230000,1108,645,1437,541
1847,9.235000,1108,645,1437,541
1848,9.240000,1107,646,1437,542
1849,9.245000,1108,647,1437,543
1850,9.250000,1108,647,1437,544
1851,9.255000,1108,647,1437,545
1852,9.260000,1108,647,1437,545
1853,9.265000,1109,649,1436,546
1854,9.270000,1108,651,1436,548
1855,9.275000,1107,652,1435,550
1856,9.280000,1107,652,1435,550
1857,9.285000,1106,654,1435,551
1858,9.290000,1107,653,1435,553
1859,9.295000,1107,655,1434,554
1860,9.300000,1107,656,1434,554
1861,9.305000,1107,657,1434,556
1862,9.310000,1107,658,1433,558
1863,9.315000,1107,662,1433,560
1864,9.320000,1108,663,1433,561
1865,9.325000,1108,664,1433,561
1866,9.330000,1107,666,1433,562
1867,9.335000,1107,667,1432,564
1868,9.340000,1106,668,1432,566
1869,9.345000,1106,671,1431,567
1870,9.350000,1106,671,1431,567
1871,9.355000,1106,672,1431,568
1872,9.360000,1104,674,1431,570
1873,9.365000,1104,675,1430,571
1874,9.370000,1103,675,1430,571
1875,9.375000,1104,676,1430,571
1876,9.380000,1104,678,1430,572
1877,9.385000,1105,679,1430,573
1878,9.390000,1105,680,1430,573
1879,9.395000,1104,680,1430,573
1880,9.400000,1104,681,1430,573
1881,9.405000,1103,682,1430,574
1882,9.410000,1104,683,1430,574
1883,9.415000,1104,683,1430,574
1884,9.420000,1104,684,1430,574
1885,9.425000,1103,683,1430,573
1886,9.430000,1103,683,1430,573
1887,9.435000,1104,683,1430,572
1888,9.440000,1103,683,1430,572
1889,9.445000,1103,683,1431,572
1890,9.450000,1104,683,1431,571
1891,9.455000,1104,683,1431,570
1892,9.460000,1104,683,1431,569
1893,9.465000,1104,683,1431,569
1894,9.470000,1105,682,1432,568
1895,9.475000,1105,682,1432,567
1896,9.480000,1106,681,1432,566
1897,9.485000,1103,680,1433,564
1898,9.490000,1104,680,1433,564
1899,9.495000,1104,679,1433,563
1900,9.500000,1104,677,1433,561
1901,9.505000,1105,677,1433,560
1902,9.510000,1105,677,1433,560
1903,9.515000,1104,675,1433,558
1904,9.520000,1105,674,1433,556
1905,9.525000,1106,672,1434,555
1906,9.530000,1106,673,1434,555
1907,9.535000,1105,671,1434,553
1908,9.540000,1105,670,1434,552
1909,9.545000,1106,667,1434,550
1910,9.550000,1106,665,1435,548
1911,9.555000,1106,665,1435,548
1912,9.560000,1107,663,1435,547
1913,9.565000,1108,661,1435,546
1914,9.570000,1108,660,1435,544
1915,9.575000,1107,658,1436,542
1916,9.580000,1107,658,1436,542
1917,9.585000,1107,657,1436,542
1918,9.590000,1108,655,1436,540
1919,9.595000,1107,654,1436,539
1920,9.600000,1107,653,1436,539
1921,9.605000,1108,651,1436,538
1922,9.610000,1108,649,1436,537
1923,9.615000,1109,648,1436,536
1924,9.620000,1110,647,1437,536
1925,9.625000,1109,647,1437,536
1926,9.630000,1109,647,1437,535
1927,9.635000,1110,645,1437,534
1928,9.640000,1109,645,1437,534
1929,9.645000,1109,645,1437,534
1930,9.650000,1109,645,1437,534
1931,9.655000,1110,645,1437,534
1932,9.660000,1109,644,1437,534
1933,9.665000,1110,643,1437,534
1934,9.670000,1110,643,1437,534
1935,9.675000,1108,644,1437,535
1936,9.680000,1109,644,1437,536
1937,9.685000,1109,644,1437,536
1938,9.690000,1109,644,1437,536
1939,9.695000,1109,644,1437,536
1940,9.700000,1109,644,1437,538
1941,9.705000,1109,645,1437,539
1942,9.710000,1109,644,1437,540
1943,9.715000,1108,645,1436,542
1944,9.720000,1107,646,1436,542
1945,9.725000,1109,645,1436,543
1946,9.730000,1107,647,1435,545
1947,9.735000,1108,648,1435,547
1948,9.740000,1108,648,1435,547
1949,9.745000,1107,649,1435,549
1950,9.750000,1108,653,1435,551
1951,9.755000,1108,653,1434,552
1952,9.760000,1108,653,1434,552
1953,9.765000,1107,655,1434,554
1954,9.770000,1107,657,1434,556
1955,9.775000,1106,659,1434,558
1956,9.780000,1105,663,1433,560
1957,9.785000,1105,663,1433,560
1958,9.790000,1105,664,1433,562
1959,9.795000,1105,666,1432,563
1960,9.800000,1105,668,1431,565
1961,9.805000,1105,668,1431,565
1962,9.810000,1105,670,1431,566
1963,9.815000,1104,672,1431,568
1964,9.820000,1105,673,1431,569
1965,9.825000,1105,674,1431,570
1966,9.830000,1105,674,1431,570
1967,9.835000,1104,676,1431,571
1968,9.840000,1105,679,1431,572
1969,9.845000,1104,680,1431,573
1970,9.850000,1104,680,1431,572
1971,9.855000,1103,682,1430,573
1972,9.860000,1103,682,1429,574
1973,9.865000,1103,682,1429,574
1974,9.870000,1103,682,1429,574
1975,9.875000,1103,682,1429,574
1976,9.880000,1102,684,1429,573
1977,9.885000,1103,685,1429,573
1978,9.890000,1103,685,1429,573
1979,9.895000,1103,685,1430,572
1980,9.900000,1103,685,1430,572
1981,9.905000,1103,684,1430,572
1982,9.910000,1103,683,1429,571
1983,9.915000,1102,684,1429,570
1984,9.920000,1102,684,1429,570
1985,9.925000,1102,684,1429,569
1986,9.930000,1103,683,1430,568
1987,9.935000,1103,682,1430,567
1988,9.940000,1103,681,1430,566
1989,9.945000,1103,681,1430,566
1990,9.950000,1103,679,1430,564
1991,9.955000,1103,678,1431,562
1992,9.960000,1104,676,1431,561
1993,9.965000,1104,677,1431,561
1994,9.970000,1103,676,1431,560
1995,9.975000,1105,675,1431,558
1996,9.980000,1104,673,1432,556
1997,9.985000,1105,673,1432,554
1998,9.990000,1104,672,1432,554
1999,9.995000,1105,670,1432,553
2000,10.000000,1105,668,1432,552
2001,10.005000,1106,667,1433,550
2002,10.010000,1106,667,1433,550
2003,10.015000,1105,664,1433,548
2004,10.020000,1107,664,1434,546
2005,10.025000,1106,661,1434,544
2006,10.030000,1105,659,1434,543
2007,10.035000,1106,659,1434,543
2008,10.040000,1106,657,1434,542
2009,10.045000,1106,655,1435,540
2010,10.050000,1107,653,1435,539
2011,10.055000,1106,652,1435,538
2012,10.060000,1106,652,1435,538
2013,10.065000,1107,648,1435,536
2014,10.070000,1107,647,1435,536
2015,10.075000,1107,646,1436,534
2016,10.080000,1106,647,1436,534
2017,10.085000,1107,645,1436,534
2018,10.090000,1107,644,1436,533
2019,10.095000,1109,643,1437,532
2020,10.100000,1109,643,1437,532
2021,10.105000,1109,643,1437,532
2022,10.110000,1108,642,1437,531
2023,10.115000,1107,641,1437,531
2024,10.120000,1107,642,1437,531
2025,10.125000,1107,641,1437,531
2026,10.130000,1107,640,1437,532
2027,10.135000,1108,640,1437,532
2028,10.140000,1108,639,1438,533
2029,10.145000,1108,640,1438,533
2030,10.150000,1108,640,1438,533
2031,10.155000,1109,640,1438,534
2032,10.160000,1109,641,1438,535
2033,10.165000,1108,640,1438,536
2034,10.170000,1108,640,1438,536
2035,10.175000,1109,640,1437,538
2036,10.180000,1109,641,1437,539
2037,10.185000,1109,642,1437,541
2038,10.190000,1108,643,1436,543
2039,10.195000,1108,643,1436,543
2040,10.200000,1109,647,1436,544
2041,10.205000,1107,647,1435,546
2042,10.210000,1108,649,1436,548
2043,10.215000,1109,649,1436,548
2044,10.220000,1108,650,1435,551
2045,10.225000,1107,651,1435,553
2046,10.230000,1107,654,1434,555
2047,10.235000,1107,656,1434,557
2048,10.240000,1107,656,1434,557
2049,10.245000,1107,657,1433,560
2050,10.250000,1107,662,1433,562
2051,10.255000,1104,664,1432,564
2052,10.260000,1104,666,1431,566
2053,10.265000,1105,666,1431,566
2054,10.270000,1104,669,1431,568
2055,10.275000,1104,670,1431,570
2056,10.280000,1105,674,1431,571
2057,10.285000,1105,674,1431,571
2058,10.290000,1104,676,1431,573
2059,10.295000,1103,676,1430,574
2060,10.300000,1103,680,1429,575
2061,10.305000,1103,680,1429,575
2062,10.310000,1103,682,1429,576
2063,10.315000,1103,683,1429,577
2064,10.320000,1102,685,1429,578
2065,10.325000,1102,685,1428,579
2066,10.330000,1102,685,1428,579
2067,10.335000,1101,687,1428,579
2068,10.340000,1101,687,1428,579
2069,10.345000,1101,690,1428,579
2070,10.350000,1102,689,1428,579
2071,10.355000,1102,689,1428,579
2072,10.360000,1103,689,1428,578
2073,10.365000,1102,690,1428,578
2074,10.370000,1101,689,1429,577
2075,10.375000,1101,690,1429,576
2076,10.380000,1101,690,1429,576
2077,10.385000,1101,688,1429,575
2078,10.390000,1101,689,1429,574
2079,10.395000,1101,686,1429,573
2080,10.400000,1101,686,1429,573
2081,10.405000,1102,687,1429,572
2082,10.410000,1102,686,1429,570
2083,10.415000,1101,685,1429,569
2084,10.420000,1101,684,1429,569
2085,10.425000,1102,684,1430,567
2086,10.430000,1102,681,1430,565
2087,10.435000,1103,679,1430,563
2088,10.440000,1104,676,1430,561
2089,10.445000,1104,676,1430,561
2090,10.450000,1103,676,1430,559
2091,10.455000,1103,675,1431,558
2092,10.460000,1104,674,1431,556
2093,10.465000,1105,672,1432,553
2094,10.470000,1105,672,1432,554
2095,10.475000,1104,671,1432,551
2096,10.480000,1105,669,1433,549
2097,10.485000,1105,667,1434,547
2098,10.490000,1106,664,1434,546
2099,10.495000,1107,664,1434,546
2100,10.500000,1107,662,1434,544
2101,10.505000,1107,661,1434,542
2102,10.510000,1107,657,1434,540
2103,10.515000,1107,657,1434,540
2104,10.520000,1107,656,1434,538
2105,10.525000,1107,654,1435,537
2106,10.530000,1107,651,1435,536
2107,10.535000,1108,651,1436,534
2108,10.540000,1109,651,1436,534
2109,10.545000,1108,647,1436,533
2110,10.550000,1108,645,1436,532
2111,10.555000,1108,645,1436,531
2112,10.560000,1110,644,1437,531
2113,10.565000,1109,643,1437,530
2114,10.570000,1109,642,1437,530
2115,10.575000,1109,641,1437,529
2116,10.580000,1108,641,1437,529
2117,10.585000,1107,641,1437,529
2118,10.590000,1107,639,1437,529
2119,10.595000,1108,639,1437,529
2120,10.600000,1108,638,1437,530
2121,10.605000,1108,638,1437,530
2122,10.610000,1109,638,1438,530
2123,10.615000,1108,637,1438,531
2124,10.620000,1108,637,1438,532
2125,10.625000,1109,638,1438,533
2126,10.630000,1109,638,1438,533
2127,10.635000,1109,639,1438,534
2128,10.640000,1108,639,1438,536
2129,10.645000,1109,640,1437,537
2130,10.650000,1109,640,1437,537
2131,10.655000,1108,642,1437,539
2132,10.660000,1108,642,1437,541
2133,10.665000,1108,643,1437,543
2134,10.670000,1107,644,1436,545
2135,10.675000,1108,644,1436,545
2136,10.680000,1108,648,1436,546
2137,10.685000,1108,648,1435,548
2138,10.690000,1108,649,1435,551
2139,10.695000,1108,649,1435,551
2140,10.700000,1108,653,1435,553
2141,10.705000,1105,655,1434,555
2142,10.710000,1107,656,1433,558
2143,10.715000,1106,658,1433,560
2144,10.720000,1106,658,1433,560
2145,10.725000,1106,659,1432,562
2146,10.730000,1105,663,1432,564
2147,10.735000,1104,665,1431,566
2148,10.740000,1106,665,1431,566
2149,10.745000,1105,667,1431,567
2150,10.750000,1104,671,1431,569
2151,10.755000,1105,672,1431,571
2152,10.760000,1104,673,1431,572
2153,10.765000,1104,674,1431,572
2154,10.770000,1104,677,1431,573
2155,10.775000,1103,677,1430,574
2156,10.780000,1104,681,1429,575
2157,10.785000,1103,682,1429,576
2158,10.790000,1103,682,1429,576
2159,10.795000,1102,683,1429,577
2160,10.800000,1103,685,1429,578
2161,10.805000,1102,686,1429,578
2162,10.810000,1102,686,1429,578
2163,10.815000,1102,686,1429,578
2164,10.820000,1101,687,1429,577
2165,10.825000,1103,687,1429,577
2166,10.830000,1102,688,1429,577
2167,10.835000,1102,688,1429,577
2168,10.840000,1102,689,1429,576
2169,10.845000,1102,688,1429,575
2170,10.850000,1102,687,1429,574
2171,10.855000,1102,687,1429,574
2172,10.860000,1102,686,1429,574
2173,10.865000,1102,686,1429,572
2174,10.870000,1102,687,1429,571
2175,10.875000,1102,687,1429,570
2176,10.880000,1102,687,1429,570
2177,10.885000,1103,686,1430,568
2178,10.890000,1103,684,1430,567
2179,10.895000,1103,683,1430,565
2180,10.900000,1103,683,1430,565
2181,10.905000,1101,681,1430,564
2182,10.910000,1102,680,1430,562
2183,10.915000,1102,678,1430,560
2184,10.920000,1102,677,1431,558
2185,10.925000,1103,677,1431,558
2186,10.930000,1104,674,1431,556
2187,10.935000,1105,673,1431,554
2188,10.940000,1104,672,1432,552
2189,10.945000,1105,669,1432,550
2190,10.950000,1105,669,1432,550
2191,10.955000,1105,668,1433,549
2192,10.960000,1105,665,1433,548
2193,10.965000,1105,663,1433,546
2194,10.970000,1105,662,1433,546
2195,10.975000,1106,661,1433,544
2196,10.980000,1106,657,1433,542
2197,10.985000,1106,657,1434,541
2198,10.990000,1106,657,1434,540
2199,10.995000,1107,653,1434,539
2200,11.000000,1106,652,1434,538
2201,11.005000,1107,651,1434,536
2202,11.010000,1107,648,1434,535
2203,11.015000,1107,648,1434,535
2204,11.020000,1108,646,1435,534
2205,11.025000,1109,645,1435,533
2206,11.030000,1108,644,1435,532
2207,11.035000,1108,643,1435,532
2208,11.040000,1107,643,1435,532
2209,11.045000,1107,642,1436,531
2210,11.050000,1107,641,1436,531
2211,11.055000,1107,640,1436,530
2212,11.060000,1107,639,1436,530
2213,11.065000,1107,639,1436,530
2214,11.070000,1108,638,1437,531
2215,11.075000,1108,638,1437,531
2216,11.080000,1109,638,1437,532
2217,11.085000,1109,638,1437,532
2218,11.090000,1108,638,1437,532
2219,11.095000,1108,638,1437,533
2220,11.100000,1108,638,1437,534
2221,11.105000,1108,638,1437,534
2222,11.110000,1107,640,1437,536
2223,11.115000,1108,640,1437,537
2224,11.120000,1108,640,1437,538
2225,11.125000,1108,641,1437,540
2226,11.130000,1108,641,1437,540
2227,11.135000,1108,642,1436,542
2228,11.140000,1108,643,1436,544
2229,11.145000,1107,646,1436,545
2230,11.150000,1108,647,1436,547
2231,11.155000,1108,647,1436,547
2232,11.160000,1107,648,1436,550
2233,11.165000,1107,651,1436,551
2234,11.170000,1107,651,1435,554
2235,11.175000,1107,651,1435,554
2236,11.180000,1106,653,1435,556
2237,11.185000,1106,658,1434,558
2238,11.190000,1106,659,1434,561
2239,11.195000,1105,663,1434,563
2240,11.200000,1105,663,1434,563
2241,11.205000,1106,664,1433,565
2242,11.210000,1106,665,1433,567
2243,11.215000,1106,669,1432,569
2244,11.220000,1104,671,1432,570
2245,11.225000,1104,671,1432,570
2246,11.230000,1104,672,1432,572
2247,11.235000,1104,676,1431,574
2248,11.240000,1104,677,1431,575
2249,11.245000,1105,677,1431,575
2250,11.250000,1104,680,1430,576
2251,11.255000,1103,681,1429,577
2252,11.260000,1103,682,1429,578
2253,11.265000,1103,684,1429,579
2254,11.270000,1103,684,1429,579
2255,11.275000,1103,685,1429,580
2256,11.280000,1103,686,1429,580
2257,11.285000,1102,687,1429,580
2258,11.290000,1102,687,1429,580
2259,11.295000,1102,686,1428,580
2260,11.300000,1103,688,1428,580
2261,11.305000,1102,688,1429,579
2262,11.310000,1102,689,1429,579
2263,11.315000,1102,689,1429,579
2264,11.320000,1103,689,1428,578
2265,11.325000,1102,689,1428,578
2266,11.330000,1103,689,1428,576
2267,11.335000,1103,689,1428,575
2268,11.340000,1103,688,1429,575
2269,11.345000,1102,688,1429,574
2270,11.350000,1102,687,1429,573
2271,11.355000,1102,687,1429,572
2272,11.360000,1102,687,1429,572
2273,11.365000,1102,686,1429,570
2274,11.370000,1102,685,1429,569
2275,11.375000,1102,683,1429,567
2276,11.380000,1102,682,1429,565
2277,11.385000,1102,682,1429,565
2278,11.390000,1101,681,1430,564
2279,11.395000,1102,679,1431,562
2280,11.400000,1103,678,1431,560
2281,11.405000,1103,678,1431,560
2282,11.410000,1103,676,1431,558
2283,11.415000,1103,674,1431,556
2284,11.420000,1105,674,1432,554
2285,11.425000,1106,671,1433,553
2286,11.430000,1106,671,1433,552
2287,11.435000,1105,670,1433,551
2288,11.440000,1105,668,1433,549
2289,11.445000,1104,666,1433,547
2290,11.450000,1104,665,1433,547
2291,11.455000,1105,663,1433,545
2292,11.460000,1107,660,1433,544
2293,11.465000,1107,659,1434,542
2294,11.470000,1107,658,1434,540
2295,11.475000,1106,658,1434,540
2296,11.480000,1106,655,1434,539
2297,11.485000,1106,653,1434,538
2298,11.490000,1106,650,1435,536
2299,11.495000,1106,650,1435,536
2300,11.500000,1107,647,1435,536
2301,11.505000,1107,646,1435,534
2302,11.510000,1106,646,1435,533
2303,11.515000,1107,645,1436,532
2304,11.520000,1108,644,1436,532
2305,11.525000,1108,644,1436,532
2306,11.530000,1108,642,1436,532
2307,11.535000,1109,642,1436,531
2308,11.540000,1108,641,1436,531
2309,11.545000,1108,641,1436,531
2310,11.550000,1108,640,1436,531
2311,11.555000,1108,641,1436,531
2312,11.560000,1109,639,1436,531
2313,11.565000,1109,639,1436,531
2314,11.570000,1108,639,1436,532
2315,11.575000,1108,639,1437,532
2316,11.580000,1107,639,1437,533
2317,11.585000,1107,639,1437,533
2318,11.590000,1108,640,1437,534
2319,11.595000,1108,641,1437,536
2320,11.600000,1108,642,1437,536
2321,11.605000,1108,642,1436,538
2322,11.610000,1108,642,1436,538
2323,11.615000,1107,643,1436,539
2324,11.620000,1107,642,1436,540
2325,11.625000,1108,642,1436,542
2326,11.630000,1108,645,1436,544
2327,11.635000,1108,645,1436,544
2328,11.640000,1108,644,1436,546
2329,11.645000,1107,648,1435,548
2330,11.650000,1107,650,1435,550
2331,11.655000,1107,650,1435,550
2332,11.660000,1106,650,1434,552
2333,11.665000,1107,654,1434,554
2334,11.670000,1107,655,1434,556
2335,11.675000,1107,657,1434,558
2336,11.680000,1107,657,1434,558
2337,11.685000,1106,661,1433,560
2338,11.690000,1106,662,1432,562
2339,11.695000,1105,665,1432,564
2340,11.700000,1105,664,1433,564
2341,11.705000,1105,666,1432,566
2342,11.710000,1106,667,1432,568
2343,11.715000,1105,671,1432,569
2344,11.720000,1105,672,1431,571
2345,11.725000,1105,672,1431,571
2346,11.730000,1104,673,1431,572
2347,11.735000,1104,677,1431,573
2348,11.740000,1104,677,1431,574
2349,11.745000,1103,677,1431,574
2350,11.750000,1103,679,1430,575
2351,11.755000,1103,682,1430,576
2352,11.760000,1103,681,1429,576
2353,11.765000,1103,684,1429,577
2354,11.770000,1103,683,1429,577
2355,11.775000,1102,684,1429,577
2356,11.780000,1103,685,1429,577
2357,11.785000,1103,686,1429,577
2358,11.790000,1103,686,1429,577
2359,11.795000,1102,687,1429,577
2360,11.800000,1102,686,1429,577
2361,11.805000,1102,687,1429,576
2362,11.810000,1102,688,1429,576
2363,11.815000,1101,688,1429,576
2364,11.820000,1103,687,1429,575
2365,11.825000,1102,687,1429,574
2366,11.830000,1103,686,1429,573
2367,11.835000,1102,686,1429,573
2368,11.840000,1103,686,1429,572
2369,11.845000,1103,686,1429,571
2370,11.850000,1103,684,1429,570
2371,11.855000,1102,683,1429,569
2372,11.860000,1103,683,1429,569
2373,11.865000,1102,682,1429,567
2374,11.870000,1102,681,1429,566
2375,11.875000,1102,680,1429,564
2376,11.880000,1103,679,1430,562
2377,11.885000,1103,679,1430,562
2378,11.890000,1103,678,1430,561
2379,11.895000,1103,675,1431,560
